"Microsoft Corporation"
"Date","High","Low","Close","Volume"
"05 May 93", 90.000, 87.500, 89.250,1620000
"06 May 93", 89.750, 86.750, 87.250,1480000
"07 May 93", 87.750, 86.500, 87.000, 994000
"10 May 93", 90.000, 88.000, 89.125,2160000
"11 May 93", 88.750, 87.250, 87.750,1190000
"12 May 93", 88.000, 85.750, 86.250,1510000
"13 May 93", 86.000, 84.500, 85.750,1370000
"14 May 93", 86.750, 84.750, 85.500,1530000
"17 May 93", 86.625, 85.250, 86.500, 868000
"18 May 93", 88.750, 86.500, 88.500,2620000
"19 May 93", 93.000, 89.500, 92.500,5590000
"20 May 93", 95.250, 92.000, 94.125,4690000
"21 May 93", 94.250, 92.000, 92.500,2360000
"24 May 93", 94.000, 92.000, 92.125,2010000
"25 May 93", 92.000, 90.000, 91.250,1140000
"26 May 93", 95.250, 91.250, 95.250,2730000
"27 May 93", 95.500, 93.000, 94.125,2970000
"28 May 93", 93.750, 91.750, 92.625,1100000
"01 Jun 93", 98.000, 92.750, 96.250,5400000
"02 Jun 93", 97.500, 95.250, 95.750,2210000
"03 Jun 93", 96.000, 94.500, 94.625, 748000
"04 Jun 93", 94.500, 93.500, 94.000,1020000
"07 Jun 93", 95.750, 93.000, 93.250,1650000
"08 Jun 93", 93.250, 90.750, 92.250,1500000
"09 Jun 93", 93.000, 90.750, 91.000,1950000
"10 Jun 93", 92.500, 89.500, 91.125,1770000
"11 Jun 93", 92.500, 89.000, 89.375,2110000
"14 Jun 93", 92.250, 90.250, 92.250,1270000
"15 Jun 93", 93.000, 91.500, 92.500,1320000
"16 Jun 93", 93.250, 89.250, 91.250,2090000
"17 Jun 93", 91.750, 90.500, 90.875, 878000
"18 Jun 93", 91.250, 87.000, 87.500,2370000
"21 Jun 93", 89.250, 87.000, 88.625,2130000
"22 Jun 93", 89.750, 87.250, 88.000,1280000
"23 Jun 93", 89.250, 87.750, 88.625,1040000
"24 Jun 93", 89.500, 87.250, 88.500,1120000
"25 Jun 93", 89.250, 86.750, 88.500,1420000
"28 Jun 93", 90.250, 88.500, 90.250,1630000
"29 Jun 93", 91.750, 88.500, 89.000,1320000
"30 Jun 93", 90.250, 87.250, 88.000,1760000
"01 Jul 93", 88.500, 86.500, 87.125,1780000
"02 Jul 93", 87.500, 86.500, 87.250, 794000
"06 Jul 93", 87.750, 85.250, 86.000,1490000
"07 Jul 93", 84.250, 81.250, 83.375,5700000
"08 Jul 93", 85.500, 84.000, 84.875,2190000
"09 Jul 93", 85.000, 83.500, 84.625,1560000
"12 Jul 93", 84.750, 83.500, 83.750, 829000
"13 Jul 93", 84.000, 82.500, 82.750,1090000
"14 Jul 93", 85.500, 82.500, 84.250,1360000
"15 Jul 93", 84.250, 82.750, 83.500,1080000
"16 Jul 93", 83.250, 80.750, 81.125,2690000
"19 Jul 93", 80.250, 78.000, 78.750,3820000
"20 Jul 93", 80.500, 78.000, 80.500,2340000
"21 Jul 93", 79.000, 76.750, 79.000,5590000
"22 Jul 93", 81.750, 76.750, 77.625,4470000
"23 Jul 93", 78.250, 76.750, 77.625,2900000
"26 Jul 93", 79.250, 77.750, 78.250,2060000
"27 Jul 93", 78.750, 75.500, 75.500,3510000
"28 Jul 93", 79.500, 74.750, 78.250,3540000
"29 Jul 93", 80.750, 77.500, 79.000,3010000
"30 Jul 93", 74.250, 72.000, 74.000,8980000
"02 Aug 93", 75.750, 72.250, 72.750,4610000
"03 Aug 93", 73.250, 72.000, 73.000,2660000
"04 Aug 93", 73.750, 71.750, 73.000,2950000
"05 Aug 93", 75.000, 73.250, 74.750,2120000
"06 Aug 93", 75.875, 72.750, 73.250,2240000
"09 Aug 93", 74.000, 72.250, 73.000,2200000
"10 Aug 93", 73.250, 70.500, 71.000,5960000
"11 Aug 93", 73.000, 71.125, 72.375,3000000
"12 Aug 93", 74.500, 72.250, 74.000,2420000
"13 Aug 93", 75.750, 73.500, 75.250,1930000
"16 Aug 93", 78.250, 75.500, 77.750,2450000
"17 Aug 93", 78.500, 76.000, 77.250,1690000
"18 Aug 93", 79.250, 76.500, 77.250,2060000
"19 Aug 93", 77.750, 73.750, 74.250,3580000
"20 Aug 93", 76.750, 73.250, 76.250,2300000
"23 Aug 93", 78.250, 75.500, 77.000,1850000
"24 Aug 93", 77.000, 75.750, 75.875,1230000
"25 Aug 93", 76.000, 72.875, 74.250,2180000
"26 Aug 93", 73.750, 71.500, 72.125,4250000
"27 Aug 93", 72.500, 71.250, 71.875,2120000
"30 Aug 93", 73.250, 71.750, 72.625,1690000
"31 Aug 93", 75.500, 73.500, 75.125,2880000
"01 Sep 93", 77.250, 75.000, 76.750,2690000
"02 Sep 93", 78.500, 76.125, 76.625,1730000
"03 Sep 93", 76.750, 75.250, 75.750, 837000
"07 Sep 93", 76.250, 74.250, 74.750,1210000
"08 Sep 93", 74.750, 73.250, 74.500,1710000
"09 Sep 93", 76.500, 74.500, 76.250, 930000
"10 Sep 93", 78.250, 76.250, 78.000,1770000
"13 Sep 93", 78.500, 76.250, 76.375,1050000
"14 Sep 93", 76.250, 74.250, 75.250,1800000
"15 Sep 93", 76.750, 74.375, 76.500,1880000
"16 Sep 93", 77.250, 75.750, 76.000, 801000
"17 Sep 93", 76.500, 75.250, 76.000, 790000
"20 Sep 93", 77.750, 75.000, 75.625,1080000
"21 Sep 93", 77.375, 74.750, 76.000,1810000
"22 Sep 93", 78.000, 75.250, 77.250,2260000
"23 Sep 93", 79.250, 76.750, 78.750,2260000
"24 Sep 93", 80.750, 78.500, 80.000,2840000
"27 Sep 93", 82.500, 81.250, 82.250,2300000
"28 Sep 93", 84.250, 82.250, 84.000,2630000
"29 Sep 93", 84.000, 80.750, 83.000,2730000
"30 Sep 93", 83.250, 82.250, 82.500,1200000
"01 Oct 93", 83.250, 82.000, 82.000,1440000
"04 Oct 93", 84.000, 82.500, 82.625,1250000
"05 Oct 93", 84.750, 82.500, 83.250,2720000
"06 Oct 93", 85.500, 83.000, 84.875,2420000
"07 Oct 93", 85.750, 83.750, 84.125,1300000
"08 Oct 93", 84.750, 82.250, 84.500,1190000
"11 Oct 93", 84.750, 82.250, 84.000,1140000
"12 Oct 93", 85.250, 82.250, 84.250,2480000
"13 Oct 93", 84.250, 81.250, 83.250,1950000
"14 Oct 93", 84.000, 82.000, 82.125,1980000
"15 Oct 93", 83.000, 80.250, 80.750,3950000
"18 Oct 93", 83.250, 80.750, 83.000,2110000
"19 Oct 93", 84.000, 79.500, 80.000,2780000
"20 Oct 93", 81.750, 79.250, 81.000,2520000
"21 Oct 93", 80.000, 78.000, 79.500,3970000
"22 Oct 93", 80.750, 79.250, 80.375,1490000
"25 Oct 93", 81.250, 79.000, 80.500,1520000
"26 Oct 93", 80.750, 79.250, 79.500,2090000
"27 Oct 93", 80.500, 79.500, 79.875,1420000
"28 Oct 93", 80.500, 78.750, 79.000,1750000
"29 Oct 93", 80.250, 79.250, 80.125,1250000
"01 Nov 93", 81.500, 79.750, 80.875, 943000
"02 Nov 93", 81.500, 79.500, 80.250,1320000
"03 Nov 93", 80.500, 77.750, 78.500,1770000
"04 Nov 93", 79.000, 76.500, 76.500,1970000
"05 Nov 93", 79.000, 76.000, 78.750,1760000
"08 Nov 93", 79.500, 77.750, 78.500, 901000
"09 Nov 93", 80.000, 78.000, 78.250,1130000
"10 Nov 93", 81.625, 79.000, 81.375,1790000
"11 Nov 93", 82.500, 81.000, 81.625, 974000
"12 Nov 93", 82.500, 81.750, 81.875,1070000
"15 Nov 93", 82.000, 80.500, 80.500, 914000
"16 Nov 93", 82.750, 80.500, 82.250,1490000
"17 Nov 93", 83.000, 80.750, 80.750,2250000
"18 Nov 93", 81.500, 80.000, 80.250,1510000
"19 Nov 93", 80.250, 79.500, 80.125,1200000
"22 Nov 93", 79.750, 76.500, 77.000,2510000
"23 Nov 93", 78.500, 77.250, 77.375,3060000
"24 Nov 93", 79.750, 77.500, 78.750,1010000
"26 Nov 93", 79.250, 78.750, 79.000, 200100
"29 Nov 93", 80.000, 79.000, 79.500,1000000
"30 Nov 93", 80.500, 78.250, 80.000,1380000
"01 Dec 93", 82.250, 80.500, 81.500,1840000
"02 Dec 93", 83.000, 81.750, 82.875,1620000
"03 Dec 93", 86.500, 83.500, 85.750,3580000
"06 Dec 93", 85.500, 84.000, 84.875,1850000
"07 Dec 93", 86.000, 85.000, 85.500,1020000
"08 Dec 93", 83.750, 82.250, 83.500,3310000
"09 Dec 93", 83.500, 80.500, 81.125,1910000
"10 Dec 93", 82.250, 80.750, 81.875, 620000
"13 Dec 93", 82.000, 80.750, 81.375, 627000
"14 Dec 93", 81.500, 79.250, 80.000,2740000
"15 Dec 93", 81.000, 79.750, 79.750,1100000
"16 Dec 93", 81.000, 79.750, 80.000, 910000
"17 Dec 93", 80.500, 79.750, 80.500, 816000
"20 Dec 93", 82.500, 80.500, 82.000,1110000
"21 Dec 93", 82.500, 81.500, 82.500, 969000
"22 Dec 93", 82.500, 81.000, 81.125, 755000
"23 Dec 93", 82.250, 80.750, 80.875, 994000
"28 Dec 93", 83.000, 80.500, 82.750, 868000
"29 Dec 93", 83.500, 80.500, 81.500,1530000
"30 Dec 93", 82.250, 80.750, 81.250, 792000
"31 Dec 93", 81.500, 80.250, 80.625, 719000
